title,phone,address,googlemap_address_url,region,city,discount_details
مراكز المها للبصريات ( جميع الفروع ),tel:920033390,,,المنطقة  الشمالية,رفحاء,"{'1- فحص النظر مجاناً( لحاملي بطاقة تكافل العربية) .': ' ', '2- خصم    على الإطارات الطبية .': '30', '3- خصم    على النظارات الشمسية .': '30', '- خصم   على العدسات اللاصقة الطبية والتجميلية .': '20', '5- خصم  على العدسات اللاصقة التوريك والطليبات الخاصة .': '10 ', '6- خصم  على العدسات اللاصقة الصلبة لعلاج القرنية المخروطية .': '10', '* ملاحظة : في حال وجود عروض تخفيضات خاصة بنظارات المها للبصريات فإنه يحق لحامل بطاقتنا إختيار العرض المناسب له.': ' ', '* ملاحظة : يحق لعميلنا الإستفادة من التأمين الخاص به أو من الخصم الخاص المقدم لبطاقة تكافل العربية ولا يحق له المطالبة بكليهما.': ' '}"
مركز السيدة الاولى (القادسية),https://instagram.com/first_lady_center?igshid=1vcjmcfqb4ljd,العنوان : رفحاء - القادسية - عمر بن الخطاب,"https://www.google.com.sa/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B3%D9%8A%D8%AF%D8%A9+%D8%A7%D9%84%D8%A3%D9%88%D9%84%D9%89%E2%80%AD/@29.6395853,43.5321225,16z/data=!4m5!3m4!1s0x15646749a46ddb95:0xbad8f00b8d60264f!8m2!3d29.6393588!4d43.5306192?hl=ar",المنطقة  الشمالية,رفحاء,"{'*برنامج العروس .': '1300 ', '*مكياج العروس .': '1200 ', '*حمام ملكي .': '160 ', '*حمام مغربي .': '120 ', '*مساج الجسم كامل .': '100 ', '*ألبوم تصوير عرائس  .': ' 1500 ', '*تسجيل شهر ب النادي بدون اجهزة  .': '200 ', '*تسجيل شهر بالنادي مع اجهزة  .': '250', '*خصم   على العروض الخاصة لحاملي بطاقة تكافل العربية': '10'}"
مركز ركن التدليك الرياضي (سعود بن جلوي),tel:0538386577,العنوان : رفحا - طريق سعود بن جلوي,"https://www.google.com.sa/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B1%D9%83%D9%86+%D8%A7%D9%84%D8%AA%D8%AF%D9%84%D9%8A%D9%83+%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A+%D9%85%D8%B3%D8%A7%D8%AC%E2%80%AD/@29.6340255,43.5130646,13.25z/data=!4m5!3m4!1s0x156467cac77514ff:0x5cfd75ecc5302ba5!8m2!3d29.6262644!4d43.5423025?hl=en-SA",المنطقة  الشمالية,رفحاء,"{'*المساج السويدي .': '120 ', '*مساج السياتشو .': '120 ', '*مساج الحجار الساخنة .': '150 ', '*مساج vip ب  .': '150 ', '*مساج تايلندي  .': '120', '*خصم  حمام مغربي .': '20', '*حمام مغربي بالصابون البلدي  .': '110', '*حمام مغربي بالطين المغربي .': '110 ', '*خدمة تجهيز العرسان .': '550 ', '*خدمة ازالة شعر الجسم .': '130 '}"
نظارات روائع حور (شارع الثلاثين),tel:0555187007,العنوان : رفحاء - شارع الثلاثين,https://www.google.com.sa/maps/place/29%C2%B037,المنطقة  الشمالية,رفحاء,"{'*فحص النظر مجانا لحاملي بطاقة تكافل العربية .': ' ', '*خصم  على الاطارات الطبية .': '50', '*خصم   على النظارات الشمسية .': '50', '*خصم   على العدسات اللاصقة .': '10', '*خصم  على العروض الخاصة .': '10'}"
مجمع ياسمين الحياة لطب الاسنان (طريق الملك فهد بن عبدالعز),tel:هاتف :   0165361010,العنوان : مجمع ياسمين الحياة لطب الاسنان العنوان : حائل -  طريق الملك فهد بن عبدالعز,"https://www.google.com.sa/maps/place/27%C2%B030'42.1%22N+41%C2%B039'48.3%22E/@27.5061626,41.6716418,16.75z/data=!4m5!3m4!1s0x0:0x0!8m2!3d27.5116997!4d41.6634124?hl=ar",المنطقة  الشمالية,حائل,"{'*الكشف مجاني كل يوم جمعة من الساعة 4م وحتى الساعة 9م لحاملي بطاقة تكافل العربية .': '-', '*الكشف.': ' 50 ', '*تبييض الاسنان بتقنية الليزر + تنظيف الاسنان': '599', '*تنظيف الاسنان من الجير للفكين + تلميع': '149 ', '*تبييض الاسنان بتقنية القوالب + تنظيف الاسنان من الجير': ' 399 ', '*عدد 2 حشوة ضوئية': ' 399', '*خلع السن البسيط': '99 ', '*حشوات وقائية + تطبيق مادة فلوريد + تنظيف': '399 ', '*الدفعة الاولى لتقويم الاسنان': '500', '*تمتع ب 500 ريال هدية عند احضار صديقك للتقويم .': '-', '*تركيبات الزيركون': '699', '*العدسات': '749 ', '*زراعة الاسنان': '3900'}"
نادي جيم بدي الرياضي (حي الروضة),tel:0558802404,العنوان : رفحاء - حي الروضة - طريق الملك عبدالله,https://www.google.com.sa/maps/place/29%C2%B038,المنطقة  الشمالية,رفحاء,{'*خصم   على جميع خدمات النادي .': '40'}
نظارات عيون حائل (الجامعيين),tel:هاتف : 0165327317,العنوان : نظارات عيون حائل العنوان : حائل - الجامعيين - شارع الأمير تركي - مقابل موبايلي,"https://www.google.com.sa/maps/place/27%C2%B029'54.9%22N+41%C2%B041'30.3%22E/@27.4985828,41.6895685,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d27.4985828!4d41.6917572?hl=en",المنطقة  الشمالية,حائل,"{'* خصم  على إطارات النظارات الشمسية والطبية .': '50', '* خصم على العدسات الطبية الفرنسية(Essilor) الألمانية(Roden stock - Zeiss) واليابانية( NIKON -HOYA ) .': '30 ', '* خصم  على العدسات الصينية والكورية  .': '35', '* خصم  على العدسات اللاصقة الزينة والطبية بجميع ماركاتها العالمية   .': '15'}"
مركز هاينس فتنس الرياضي (طريق سعود بن جلوي),tel:0569890904,العنوان : رفحاء - طريق سعود بن جلوي الشمالي,https://www.google.com.sa/maps/place/29%C2%B038,المنطقة  الشمالية,رفحاء,"{'*اشتراك الشهر .': '200 ', '*اشتراك 3 اشهر .': '400 ', '*اشتراك 6 اشهر .': '600 '}"
مجمع لابأس الطبي (الوسيطاء),tel:هاتف : 0165339999,العنوان : مجمع لابأس الطبي العنوان : حائل - الوسيطاء - طريق عقدة,"https://www.google.com.sa/maps/place/%D9%85%D8%B3%D8%AA%D9%88%D8%B5%D9%81+%D9%84%D8%A7+%D8%A8%D8%A3%D8%B3+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/@27.519352,41.6759644,17z/data=!4m5!3m4!1s0x157640d1f55310ef:0xd59f0dc6a87445d9!8m2!3d27.5193521!4d41.6759625?hl=en",المنطقة  الشمالية,حائل,"{'*كشف الأسنان': '30 ', 'كشف الطبيب العام': '30 ', '*خصم على خدمات الأسنان .': '20', '*خصم على الخدمات الطبية الاخرى .': '20', '*خصم على المختبر والأشعة .': '20'}"
صيدلية مجمع رفحاء الطبي (حي المحمدية),tel:0146768838,العنوان : رفحاء - حي المحمدية - بجانب المجمع الطبي,https://www.google.com.sa/maps/place/29%C2%B037,المنطقة  الشمالية,رفحاء,"{'*خصم  على الادوات والمستلزمات الطبية .': '20', '*خصم  على مستحضرات التجميل .': '15', '*خصم 11% الى 20% على الادوية .': ' ', '*خصم   على الحفايض وحليب الاطفال .': '5', '*خصم   على حليب الاطفال (ابتاميل - نان - سميلاك - بيبيلاك - سيريلاك - نيدو - سيليا- التركيبات الخاصة s26 ) .': '3'}"
مختبر  الهلال الطبي,"tel:0138544470,tel:0539444010,https://alhilalmedlabs.com/",العنوان : الخبر  _حي اليرموك _ شارع الأمير تركي بن عبد العزيز _برج الخزامى,"https://www.google.com/maps/place/برج الخزامى‭/@26.3150679,50.2247752,17z/data=!3m1!4b1!4m5!3m4!1s0x3e49e8550e87adcb:0xe57b46e115fb2da4!8m2!3d26.3150679!4d50.2225865",المنطقة  الشرقية,الخبر,"{'خصم على التحاليل الفردية': '40', 'خصم على الباقات  والعروض الخاصة': '10', 'فحص كورونا   (شامل الضريبة )': '200'}"
مركز سمار للعلاج الطبيعي والتأهيل,tel:هاتف : 0165396006,العنوان : مركز سمار بدي للعلاج الطبيعي والتأهيل العنوان : حائل - حي الرصف - طريق المدينة - بجوار نادي الجبلين,"https://www.google.com.sa/maps/place/27%C2%B026'37.1%22N+41%C2%B037'35.7%22E/@27.4436378,41.6244058,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d27.4436378!4d41.6265945?hl=en",المنطقة  الشمالية,حائل,"{'*الكشف مجاناً (لحاملي بطاقة تكافل العربية ) .': '-', '*خصم على الفاتورة .': ' 30'}"
مركز دكتور نيوترشن ( جميع الفروع ),tel:0118103068,,,المنطقة  الشمالية,عرعر,"{'*باقة (التوفير) سعر الباقة , بعد الخصم  .': '600', '*باقة (البرونزية) سعر الباقة  , بعد الخصم .': '750', '*باقة (الفضية) سعر الباقة  , بعد الخصم  .': '1100', '*باقة (التيتانيوم) سعر الباقة , بعد الخصم': '2000', '*باقة (الذهبية) سعر الباقة , بعد الخصم  .': '2999', '*باقة (البلاتينية) سعر الباقة  , بعد الخصم  .': '4000', '*باقة (الوزن المثالي) سعر الباقة  , بعد الخصم  .': '5000', '*باقة (الماسية) سعر الباقة  بعد الخصم  .': '5999', '*باقة (vip) سعر الباقة  , بعد الخصم  .': '6999', '*يحصل عميل تكافل العربية على العرض الأقل بفروع الدكتور نيوترشن بالاضافة الى شهر اضافي عند الاشتراك في أي باقة .': ' ', 'ملاحظه : في حال عدم الإشتراك في أي باقة يتم خصم 10% على جميع المنتجات .': ' ', 'هذه الخصومات لا تشمل الأجهزة الرياضية .': ' '}"
مجمع المسواك لطب الأسنان (مكة حي الهجرة  ),tel:0541334282,العنوان : مكة المكرمة الطريق الدائري الثالث حي الهجرة ,"https://www.google.com/maps/place/المسواك لطب الأسنان فرع الهجرة‭/@21.3837861,39.8312043,13z/data=!4m5!3m4!1s0x0:0x33f694807b07d8c0!8m2!3d21.3837884!4d39.8312051!11m1!4b1",المنطقة الغربية,مكة المكرمة,"{'الكشف والإستشارة  وفتح الملف مجاناً': '  ', 'أشعةصغيره مجانا عند اخذ خدمه': ' ', 'خصم على جميع الخدمات': '60', 'خصم على العروض العامه': '10', 'للاستفاده من الخصم يرجى ابراز بطاقة تكافل العربيه مع الهويه قبل اخذ الخدمه .': ' ', 'الخصم لا يشمل اي خصومات اخرى يحصل عليها العميل ما عدا العروض العامه بالمجمع 10%': ' '}"
مختبرات الفارابي الطبية (حي الزهور),tel:0542318796,العنوان : العنوان : سكاكا - حي الزهور - شارع الامير سلطان,"https://www.google.com.sa/maps/place/%D9%85%D8%AE%D8%AA%D8%A8%D8%B1+%D8%A7%D9%84%D9%81%D8%A7%D8%B1%D8%A7%D8%A8%D9%8A+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A+%D8%B3%D9%83%D8%A7%D9%83%D8%A7+%D8%A7%D9%84%D8%AC%D9%88%D9%81%E2%80%AD/@29.9368766,40.2014607,15z/data=!4m8!1m2!2m1!1z2YXYrtiq2KjYsdin2Kog2KfZhNmB2KfYsdin2KjZiiDYs9mD2KfZg9inIA!3m4!1s0x0:0x281186db280527c3!8m2!3d29.9287104!4d40.1939884?hl=ar",المنطقة  الشمالية,الجوف (سكاكا),"{'*خصم على جميع التحاليل التي تجري داخل المختبر .': '55', '*فيتامين دال': '70', '*فيتامين ب 12': '55', '*هرمون الغده الدرقية TSH ب': '50', '*هرمون الغده الدرقية FT4 ب': '50', '*هرمون الغده الدرقية FT3 ب': '50 ', '*الدهون الثلاثيه': '15 ', '*الكولسيترول': '15', '*الكولسيترول الضار': '15 ', '*الكولسيترول النافع': '15 ', '*السكر التراكمي': '40 ', '*السكر الصائم': '15 ', '*صورة الدم كاملة': '15 ', '*هرمون الحليب': '45 ', '*تحليل الحمل الرقمي': '50 ', '*املاح الدم (النقرص)': '15 ', '*مخزون الحديد': '50 ', '*ملاحظة : الخصم لايشمل البكجات والعروض .': ' '}"
